opportunity_id,sales_agent,product,model_1,model_2,model_3,account,deal_stage,engage_date,close_date,close_value,manager,regional_office,series,sales_price
5CSSZJF4,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Finhigh,Won,2016-12-11,2017-03-21,543,Melvin Marxen,Central,GTX,550
0XG8TOJF,Kary Hendrixson,GTX Plus Pro,GTX,Plus,Pro,Fasehatice,Lost,2016-12-11,2017-03-18,0,Summer Sewald,West,GTX,5482
IIS0O91J,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Fasehatice,Won,2016-12-11,2017-03-28,5149,Summer Sewald,West,GTX,4821
2LP5SUR5,Lajuana Vencill,GTX Basic,GTX,Basic,NA,Treequote,Lost,2016-12-11,2017-03-09,0,Dustin Brinkmann,Central,GTX,550
PYZZ3IS6,Markita Hansen,GTX Plus Basic,GTX,Plus,Basic,Blackzim,Won,2016-12-11,2017-03-11,1043,Celia Rouche,West,GTX,1096
5I4K5TQE,Cassey Cress,GTX Plus Pro,GTX,Plus,Pro,Sumace,Lost,2016-12-12,2017-03-09,0,Rocco Neubert,East,GTX,5482
RV3LPOYP,James Ascencio,GTX Basic,GTX,Basic,NA,Condax,Won,2016-12-12,2017-03-29,437,Summer Sewald,West,GTX,550
1HVNTEPV,Rosie Papadopoulos,GTX Pro,GTX,Pro,NA,Kinnamplus,Won,2016-12-12,2017-03-11,4465,Cara Losch,East,GTX,4821
LC85AQ1I,Vicki Laflamme,GTX Basic,GTX,Basic,NA,Konex,Won,2016-12-12,2017-03-18,443,Celia Rouche,West,GTX,550
TBV972NP,Violet Mclelland,MG Special,MG,Special,NA,Sumace,Lost,2016-12-12,2017-03-23,0,Cara Losch,East,MG,55
EJMX0EIJ,Darcel Schlecht,GTX Plus Pro,GTX,Plus,Pro,Betatech,Won,2016-12-13,2017-03-20,4278,Melvin Marxen,Central,GTX,5482
VR9NYBOV,Garret Kinder,MG Special,MG,Special,NA,Kinnamplus,Won,2016-12-13,2017-03-06,41,Cara Losch,East,MG,55
3U25FK08,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Isdom,Won,2016-12-13,2017-03-28,519,Melvin Marxen,Central,GTX,550
CRLK4Z1P,Maureen Marcano,GTX Basic,GTX,Basic,NA,Kan-code,Won,2016-12-13,2017-03-04,524,Summer Sewald,West,GTX,550
OGENAT0L,Zane Levy,GTX Basic,GTX,Basic,NA,Singletechno,Won,2016-12-13,2017-03-27,552,Summer Sewald,West,GTX,550
F57JWIDF,Gladys Colclough,GTX Plus Basic,GTX,Plus,Basic,Konmatfix,Won,2016-12-14,2017-03-02,970,Melvin Marxen,Central,GTX,1096
LF8JZ3Q5,Kary Hendrixson,GTX Plus Basic,GTX,Plus,Basic,Hatfan,Won,2016-12-14,2017-03-13,1046,Summer Sewald,West,GTX,1096
MRGBSMQ5,Kary Hendrixson,GTX Plus Basic,GTX,Plus,Basic,Sunnamplex,Won,2016-12-14,2017-03-14,988,Summer Sewald,West,GTX,1096
CBAV8ZJL,Lajuana Vencill,GTX Basic,GTX,Basic,NA,Codehow,Won,2016-12-14,2017-03-22,547,Dustin Brinkmann,Central,GTX,550
NN4DWBVN,Maureen Marcano,GTX Pro,GTX,Pro,NA,Singletechno,Lost,2016-12-14,2017-03-04,0,Summer Sewald,West,GTX,4821
6JXHEZYK,Versie Hillebrand,MG Special,MG,Special,NA,Isdom,Won,2016-12-14,2017-03-31,54,Dustin Brinkmann,Central,MG,55
WDHNR2EI,Violet Mclelland,MG Special,MG,Special,NA,Silis,Won,2016-12-14,2017-03-20,57,Cara Losch,East,MG,55
4K750D6F,Violet Mclelland,MG Special,MG,Special,NA,Yearin,Won,2016-12-14,2017-03-18,55,Cara Losch,East,MG,55
94GI0ZJ7,Anna Snelling,GTX Plus Pro,GTX,Plus,Pro,Stanredtax,Won,2016-12-15,2017-03-15,5765,Dustin Brinkmann,Central,GTX,5482
TODG6DEK,Daniell Hammack,GTX Basic,GTX,Basic,NA,Bioplex,Won,2016-12-15,2017-03-16,639,Rocco Neubert,East,GTX,550
G0ECB8FS,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Labdrill,Won,2016-12-15,2017-03-15,5100,Summer Sewald,West,GTX,4821
96MZYUY0,Vicki Laflamme,GTX Pro,GTX,Pro,NA,Fasehatice,Won,2016-12-15,2017-03-07,4906,Celia Rouche,West,GTX,4821
JZOKHHWN,Donn Cantrell,GTX Plus Basic,GTX,Plus,Basic,Opentech,Won,2016-12-16,2017-03-07,1037,Rocco Neubert,East,GTX,1096
EH6I67I0,James Ascencio,GTX Basic,GTX,Basic,NA,Plexzap,Won,2016-12-16,2017-03-15,537,Summer Sewald,West,GTX,550
JUUXF02Z,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Hatfan,Won,2016-12-16,2017-03-09,4694,Summer Sewald,West,GTX,4821
OT87JDWO,Lajuana Vencill,GTX Basic,GTX,Basic,NA,Konmatfix,Won,2016-12-16,2017-03-24,560,Dustin Brinkmann,Central,GTX,550
YHKT6YJ7,Moses Frase,GTX Basic,GTX,Basic,NA,dambase,Won,2016-12-16,2017-03-13,589,Dustin Brinkmann,Central,GTX,550
H78I3TAY,Reed Clapper,GTX Basic,GTX,Basic,NA,Mathtouch,Won,2016-12-16,2017-03-14,493,Rocco Neubert,East,GTX,550
1ROC43JK,Versie Hillebrand,MG Special,MG,Special,NA,Betatech,Won,2016-12-16,2017-03-08,50,Dustin Brinkmann,Central,MG,55
LPZLQL48,Vicki Laflamme,GTX Basic,GTX,Basic,NA,Y-corporation,Won,2016-12-16,2017-03-28,492,Celia Rouche,West,GTX,550
3KR50X38,Corliss Cosme,GTX Plus Basic,GTX,Plus,Basic,Konex,Won,2016-12-17,2017-03-13,1255,Cara Losch,East,GTX,1096
Q3WLHRE9,Darcel Schlecht,GTX Basic,GTX,Basic,NA,Statholdings,Won,2016-12-17,2017-03-04,463,Melvin Marxen,Central,GTX,550
IX7UEOAP,Donn Cantrell,GTX Plus Basic,GTX,Plus,Basic,Initech,Lost,2016-12-17,2017-03-27,0,Rocco Neubert,East,GTX,1096
NQU62K1H,Donn Cantrell,GTX Basic,GTX,Basic,NA,Zencorporation,Won,2016-12-17,2017-03-12,605,Rocco Neubert,East,GTX,550
NAQKOU0T,Hayden Neloms,GTX Plus Basic,GTX,Plus,Basic,Fasehatice,Won,2016-12-17,2017-03-20,1315,Celia Rouche,West,GTX,1096
I3V3GUAI,Lajuana Vencill,GTX Basic,GTX,Basic,NA,Zumgoity,Won,2016-12-17,2017-03-02,559,Dustin Brinkmann,Central,GTX,550
PN4VJDXY,Moses Frase,GTX Basic,GTX,Basic,NA,Rundofase,Won,2016-12-17,2017-03-28,557,Dustin Brinkmann,Central,GTX,550
K9D4DQ3R,Rosie Papadopoulos,MG Special,MG,Special,NA,Vehement Capital Partners,Won,2016-12-17,2017-03-02,48,Cara Losch,East,MG,55
9X6V79KE,Versie Hillebrand,GTX Plus Pro,GTX,Plus,Pro,Isdom,Won,2016-12-17,2017-03-25,6282,Dustin Brinkmann,Central,GTX,5482
W1KLFNE4,Anna Snelling,MG Advanced,MG,Advanced,NA,Isdom,Won,2016-12-18,2017-03-02,3246,Dustin Brinkmann,Central,MG,3393
GD2OCW12,Darcel Schlecht,GTX Basic,GTX,Basic,NA,Finhigh,Won,2016-12-18,2017-03-14,514,Melvin Marxen,Central,GTX,550
6XO4RYXK,Donn Cantrell,GTX Plus Basic,GTX,Plus,Basic,Silis,Won,2016-12-18,2017-03-15,1132,Rocco Neubert,East,GTX,1096
18Y7GRPW,Garret Kinder,GTX Plus Pro,GTX,Plus,Pro,Silis,Won,2016-12-18,2017-03-21,5918,Cara Losch,East,GTX,5482
127ZPLXQ,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Hottechi,Lost,2016-12-18,2017-03-18,0,Summer Sewald,West,GTX,4821
U07C2HEG,Maureen Marcano,MG Special,MG,Special,NA,Kan-code,Lost,2016-12-18,2017-03-14,0,Summer Sewald,West,MG,55
RNTOJ78L,Rosalina Dieter,MG Special,MG,Special,NA,Hatfan,Lost,2016-12-18,2017-03-13,0,Celia Rouche,West,MG,55
NLB4D5BQ,Versie Hillebrand,MG Advanced,MG,Advanced,NA,Gogozoom,Won,2016-12-18,2017-03-24,2955,Dustin Brinkmann,Central,MG,3393
FCFDJIEZ,Vicki Laflamme,GTX Pro,GTX,Pro,NA,Fasehatice,Won,2016-12-18,2017-03-21,3742,Celia Rouche,West,GTX,4821
YZGDW4G1,Violet Mclelland,MG Special,MG,Special,NA,Initech,Won,2016-12-18,2017-03-14,64,Cara Losch,East,MG,55
G8AO5FA2,Wilburn Farren,MG Advanced,MG,Advanced,NA,Initech,Lost,2016-12-18,2017-03-27,0,Cara Losch,East,MG,3393
LXXW3TRW,Elease Gluck,GTX Plus Basic,GTX,Plus,Basic,Scotfind,Won,2016-12-19,2017-03-18,1164,Celia Rouche,West,GTX,1096
8KJ3H262,Elease Gluck,MG Special,MG,Special,NA,Singletechno,Won,2016-12-19,2017-03-07,65,Celia Rouche,West,MG,55
88POGNEL,Gladys Colclough,GTX Plus Basic,GTX,Plus,Basic,Cancity,Lost,2016-12-19,2017-03-07,0,Melvin Marxen,Central,GTX,1096
UYP3NNU6,Kami Bicknell,GTX Basic,GTX,Basic,NA,Groovestreet,Won,2016-12-19,2017-03-16,441,Summer Sewald,West,GTX,550
S1V8684Y,Marty Freudenburg,GTX Plus Basic,GTX,Plus,Basic,Finhigh,Lost,2016-12-19,2017-03-12,0,Melvin Marxen,Central,GTX,1096
MOPWEMB5,Vicki Laflamme,GTX Pro,GTX,Pro,NA,Hatfan,Won,2016-12-19,2017-03-16,4907,Celia Rouche,West,GTX,4821
L62MDI48,Anna Snelling,MG Advanced,MG,Advanced,NA,Isdom,Lost,2016-12-20,2017-03-01,0,Dustin Brinkmann,Central,MG,3393
3EL8D4WO,Darcel Schlecht,MG Advanced,MG,Advanced,NA,Codehow,Won,2016-12-20,2017-03-25,3269,Melvin Marxen,Central,MG,3393
VOAN1NXG,Donn Cantrell,GTX Basic,GTX,Basic,NA,Kinnamplus,Won,2016-12-20,2017-03-12,579,Rocco Neubert,East,GTX,550
ALW92XQL,Gladys Colclough,GTX Basic,GTX,Basic,NA,Isdom,Lost,2016-12-20,2017-03-25,0,Melvin Marxen,Central,GTX,550
TJ6ZA1M3,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Dalttechnology,Lost,2016-12-20,2017-03-07,0,Summer Sewald,West,GTX,550
FKAFO8O9,Kary Hendrixson,MG Special,MG,Special,NA,Xx-holding,Won,2016-12-20,2017-03-31,51,Summer Sewald,West,MG,55
1XBC7M9F,Markita Hansen,MG Special,MG,Special,NA,Faxquote,Won,2016-12-20,2017-03-08,64,Celia Rouche,West,MG,55
8IXBS90G,Rosie Papadopoulos,MG Special,MG,Special,NA,Donware,Won,2016-12-20,2017-03-08,60,Cara Losch,East,MG,55
2X45BEOS,Cassey Cress,GTX Plus Basic,GTX,Plus,Basic,Ganjaflex,Won,2016-12-21,2017-03-27,1186,Rocco Neubert,East,GTX,1096
EQ8X0QTL,Corliss Cosme,MG Advanced,MG,Advanced,NA,Yearin,Won,2016-12-21,2017-03-09,3577,Cara Losch,East,MG,3393
5QD53WHF,Daniell Hammack,GTX Plus Basic,GTX,Plus,Basic,Donquadtech,Won,2016-12-21,2017-03-07,1020,Rocco Neubert,East,GTX,1096
79EABK3X,Hayden Neloms,MG Special,MG,Special,NA,Zoomit,Won,2016-12-21,2017-03-23,53,Celia Rouche,West,MG,55
2DKO9X1T,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Rundofase,Lost,2016-12-21,2017-03-10,0,Melvin Marxen,Central,GTX,550
IBDEQVBN,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Faxquote,Lost,2016-12-21,2017-03-28,0,Summer Sewald,West,GTX,550
QZ3VV4C1,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Sunnamplex,Won,2016-12-21,2017-03-08,4719,Summer Sewald,West,GTX,4821
62AK8UWX,Moses Frase,GTX Basic,GTX,Basic,NA,Codehow,Won,2016-12-21,2017-03-22,546,Dustin Brinkmann,Central,GTX,550
5QM4ORNT,Niesha Huffines,GTX Plus Basic,GTX,Plus,Basic,Domzoom,Won,2016-12-21,2017-03-21,1212,Melvin Marxen,Central,GTX,1096
S91N9YBL,Vicki Laflamme,GTX Basic,GTX,Basic,NA,Sunnamplex,Lost,2016-12-21,2017-03-08,0,Celia Rouche,West,GTX,550
44H0FJMH,Anna Snelling,GTX Plus Pro,GTX,Plus,Pro,Bioholding,Lost,2016-12-22,2017-03-27,0,Dustin Brinkmann,Central,GTX,5482
N5AZLQZR,Gladys Colclough,GTX Plus Pro,GTX,Plus,Pro,Dontechi,Won,2016-12-22,2017-03-14,5533,Melvin Marxen,Central,GTX,5482
4T295XQL,Kami Bicknell,MG Advanced,MG,Advanced,NA,Finjob,Won,2016-12-22,2017-03-01,3295,Summer Sewald,West,MG,3393
YFS5KLJJ,Rosalina Dieter,MG Special,MG,Special,NA,Finjob,Won,2016-12-22,2017-03-31,45,Celia Rouche,West,MG,55
S8GLKDB9,Violet Mclelland,MG Special,MG,Special,NA,Bioplex,Won,2016-12-22,2017-03-04,56,Cara Losch,East,MG,55
01QKN578,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Funholding,Won,2016-12-23,2017-03-20,4247,Melvin Marxen,Central,GTX,4821
M0JKP0HT,Gladys Colclough,MG Advanced,MG,Advanced,NA,Isdom,Won,2016-12-23,2017-03-13,3440,Melvin Marxen,Central,MG,3393
ZC3KKSUK,James Ascencio,GTX Pro,GTX,Pro,NA,Plexzap,Won,2016-12-23,2017-03-02,5040,Summer Sewald,West,GTX,4821
3X8VLQ5G,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Cancity,Won,2016-12-23,2017-03-12,469,Melvin Marxen,Central,GTX,550
EZLXL6GL,Moses Frase,MG Special,MG,Special,NA,Isdom,Won,2016-12-23,2017-03-07,58,Dustin Brinkmann,Central,MG,55
R8PEL8V8,Cecily Lampkin,MG Advanced,MG,Advanced,NA,Isdom,Won,2016-12-24,2017-03-16,2955,Dustin Brinkmann,Central,MG,3393
L1R32S8H,Corliss Cosme,GTX Plus Pro,GTX,Plus,Pro,Condax,Won,2016-12-24,2017-03-26,5228,Cara Losch,East,GTX,5482
J7N8J8NM,Darcel Schlecht,MG Advanced,MG,Advanced,NA,Toughzap,Won,2016-12-24,2017-03-14,3358,Melvin Marxen,Central,MG,3393
TO7PGVP1,Elease Gluck,GTX Plus Pro,GTX,Plus,Pro,Green-Plus,Lost,2016-12-24,2017-03-29,0,Celia Rouche,West,GTX,5482
A051G1B4,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Codehow,Won,2016-12-24,2017-03-31,517,Melvin Marxen,Central,GTX,550
NMDMM5YJ,Moses Frase,GTX Basic,GTX,Basic,NA,Dontechi,Won,2016-12-24,2017-03-03,615,Dustin Brinkmann,Central,GTX,550
LWPJEV3U,Niesha Huffines,GTX Basic,GTX,Basic,NA,Domzoom,Lost,2016-12-24,2017-03-10,0,Melvin Marxen,Central,GTX,550
I93ZFHEM,Versie Hillebrand,MG Special,MG,Special,NA,Condax,Won,2016-12-24,2017-03-08,62,Dustin Brinkmann,Central,MG,55
B2VJCVBB,Darcel Schlecht,GTX Plus Pro,GTX,Plus,Pro,Isdom,Won,2016-12-25,2017-03-13,4711,Melvin Marxen,Central,GTX,5482
F90O03ZH,Donn Cantrell,GTX Pro,GTX,Pro,NA,Kinnamplus,Lost,2016-12-25,2017-03-23,0,Rocco Neubert,East,GTX,4821
PC78RLUX,Garret Kinder,GTX Basic,GTX,Basic,NA,Yearin,Won,2016-12-25,2017-03-30,510,Cara Losch,East,GTX,550
X6GL64T5,Gladys Colclough,GTX Pro,GTX,Pro,NA,Warephase,Won,2016-12-25,2017-03-25,4891,Melvin Marxen,Central,GTX,4821
OWM3BPGW,Hayden Neloms,GTX Plus Basic,GTX,Plus,Basic,Green-Plus,Won,2016-12-25,2017-03-17,926,Celia Rouche,West,GTX,1096
RP5PS9A5,Lajuana Vencill,MG Special,MG,Special,NA,Betatech,Won,2016-12-25,2017-03-10,56,Dustin Brinkmann,Central,MG,55
F2PW7WP2,Violet Mclelland,MG Special,MG,Special,NA,Ontomedia,Won,2016-12-25,2017-03-05,47,Cara Losch,East,MG,55
GK8YD2XW,Darcel Schlecht,GTX Basic,GTX,Basic,NA,Rangreen,Lost,2016-12-26,2017-03-23,0,Melvin Marxen,Central,GTX,550
U4LRR9E9,James Ascencio,GTX Plus Pro,GTX,Plus,Pro,Nam-zim,Won,2016-12-26,2017-03-10,6490,Summer Sewald,West,GTX,5482
9N55D1AH,Niesha Huffines,MG Advanced,MG,Advanced,NA,Treequote,Won,2016-12-26,2017-03-02,3841,Melvin Marxen,Central,MG,3393
WI4PODA2,Kary Hendrixson,GTX Plus Pro,GTX,Plus,Pro,Faxquote,Won,2016-12-27,2017-03-15,5256,Summer Sewald,West,GTX,5482
VF1V41RI,Markita Hansen,MG Special,MG,Special,NA,Kan-code,Lost,2016-12-27,2017-03-28,0,Celia Rouche,West,MG,55
1B4L7TNG,Markita Hansen,MG Advanced,MG,Advanced,NA,Sonron,Lost,2016-12-27,2017-03-25,0,Celia Rouche,West,MG,3393
MZAN11FT,Anna Snelling,GTX Basic,GTX,Basic,NA,Conecom,Won,2016-12-28,2017-03-01,625,Dustin Brinkmann,Central,GTX,550
0IO00FNS,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Warephase,Lost,2016-12-28,2017-03-16,0,Melvin Marxen,Central,GTX,4821
8S6TNXYB,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Conecom,Won,2016-12-28,2017-03-22,3952,Melvin Marxen,Central,GTX,4821
MOLGOSGE,Kary Hendrixson,GTX Plus Pro,GTX,Plus,Pro,Konex,Won,2016-12-28,2017-03-13,5515,Summer Sewald,West,GTX,5482
FA1VHZSV,Reed Clapper,MG Special,MG,Special,NA,Vehement Capital Partners,Won,2016-12-28,2017-03-16,57,Rocco Neubert,East,MG,55
PXQEX039,Versie Hillebrand,MG Special,MG,Special,NA,Konmatfix,Won,2016-12-28,2017-03-28,51,Dustin Brinkmann,Central,MG,55
RX56S6G3,Vicki Laflamme,MG Advanced,MG,Advanced,NA,Fasehatice,Won,2016-12-28,2017-03-13,3803,Celia Rouche,West,MG,3393
G4F8W039,Anna Snelling,GTX Plus Pro,GTX,Plus,Pro,Rundofase,Won,2016-12-29,2017-03-27,5459,Dustin Brinkmann,Central,GTX,5482
4T31MWVO,Anna Snelling,MG Advanced,MG,Advanced,NA,Stanredtax,Won,2016-12-29,2017-03-23,4148,Dustin Brinkmann,Central,MG,3393
83XN082U,Corliss Cosme,GTX Plus Pro,GTX,Plus,Pro,Ganjaflex,Won,2016-12-29,2017-03-23,5002,Cara Losch,East,GTX,5482
J21W3WIW,Corliss Cosme,MG Advanced,MG,Advanced,NA,Gekko & Co,Won,2016-12-29,2017-03-03,3351,Cara Losch,East,MG,3393
52UPJFYI,Gladys Colclough,GTX Basic,GTX,Basic,NA,Domzoom,Won,2016-12-29,2017-03-19,571,Melvin Marxen,Central,GTX,550
QOL51JIB,James Ascencio,GTX Basic,GTX,Basic,NA,Goodsilron,Won,2016-12-29,2017-03-10,601,Summer Sewald,West,GTX,550
93AGN8A6,Markita Hansen,GTX Basic,GTX,Basic,NA,Zoomit,Won,2016-12-29,2017-03-13,576,Celia Rouche,West,GTX,550
J7UNJFJL,Marty Freudenburg,MG Special,MG,Special,NA,Funholding,Won,2016-12-29,2017-03-03,52,Melvin Marxen,Central,MG,55
A4H5ESTU,Maureen Marcano,GTX Plus Basic,GTX,Plus,Basic,Fasehatice,Won,2016-12-29,2017-03-13,1185,Summer Sewald,West,GTX,1096
8EZ04VQB,Reed Clapper,GTX Plus Basic,GTX,Plus,Basic,Gekko & Co,Lost,2016-12-29,2017-03-28,0,Rocco Neubert,East,GTX,1096
4501T63I,Rosalina Dieter,MG Special,MG,Special,NA,Plexzap,Won,2016-12-29,2017-03-14,56,Celia Rouche,West,MG,55
FPNGEJRC,Violet Mclelland,MG Special,MG,Special,NA,Opentech,Won,2016-12-29,2017-03-29,54,Cara Losch,East,MG,55
S33WRL0Y,Zane Levy,GTX Pro,GTX,Pro,NA,Xx-holding,Won,2016-12-29,2017-03-13,4818,Summer Sewald,West,GTX,4821
Q7IRUJK7,Anna Snelling,GTX Plus Pro,GTX,Plus,Pro,Codehow,Won,2017-01-01,2017-03-01,5087,Dustin Brinkmann,Central,GTX,5482
DTZPYISJ,Daniell Hammack,GTX Plus Basic,GTX,Plus,Basic,Opentech,Won,2017-01-01,2017-03-19,1116,Rocco Neubert,East,GTX,1096
Y9HWSG8Z,Darcel Schlecht,GTX Basic,GTX,Basic,NA,Gogozoom,Won,2017-01-01,2017-03-20,510,Melvin Marxen,Central,GTX,550
JOQCXC9Z,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Streethex,Won,2017-01-01,2017-03-16,565,Melvin Marxen,Central,GTX,550
AP7PCLAZ,Kami Bicknell,GTX Basic,GTX,Basic,NA,Finjob,Won,2017-01-01,2017-03-26,633,Summer Sewald,West,GTX,550
BIE471SO,Reed Clapper,MG Advanced,MG,Advanced,NA,Xx-zobam,Won,2017-01-01,2017-03-29,3962,Rocco Neubert,East,MG,3393
UA8AWDG4,Vicki Laflamme,MG Advanced,MG,Advanced,NA,Y-corporation,Won,2017-01-01,2017-03-22,3672,Celia Rouche,West,MG,3393
FZDRB789,Zane Levy,GTX Pro,GTX,Pro,NA,Goodsilron,Won,2017-01-01,2017-03-18,4586,Summer Sewald,West,GTX,4821
PC1NUL8Q,Anna Snelling,MG Special,MG,Special,NA,Hottechi,Won,2017-01-02,2017-03-02,60,Dustin Brinkmann,Central,MG,55
F1X5ZJ7V,Jonathan Berthelot,GTX Basic,GTX,Basic,NA,Dontechi,Won,2017-01-02,2017-05-04,572,Melvin Marxen,Central,GTX,550
IF7MJ88P,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Goodsilron,Won,2017-01-02,2017-03-01,550,Summer Sewald,West,GTX,550
06B7XWPC,Kary Hendrixson,GTX Pro,GTX,Pro,NA,Sonron,Won,2017-01-02,2017-03-17,4125,Summer Sewald,West,GTX,4821
12MQ3WM8,Marty Freudenburg,MG Advanced,MG,Advanced,NA,Zumgoity,Won,2017-01-02,2017-03-10,3647,Melvin Marxen,Central,MG,3393
91M6FY8S,Moses Frase,GTX Basic,GTX,Basic,NA,Dontechi,Won,2017-01-02,2017-03-21,573,Dustin Brinkmann,Central,GTX,550
0LNZRNEU,Violet Mclelland,GTX Basic,GTX,Basic,NA,Zencorporation,Won,2017-01-02,2017-03-29,542,Cara Losch,East,GTX,550
NKOKUS7D,Cassey Cress,MG Advanced,MG,Advanced,NA,Donware,Won,2017-01-03,2017-03-12,3479,Rocco Neubert,East,MG,3393
NF6GCTMV,Daniell Hammack,MG Advanced,MG,Advanced,NA,Ganjaflex,Lost,2017-01-03,2017-03-22,0,Rocco Neubert,East,MG,3393
I4UCA7CU,Darcel Schlecht,GTX Plus Basic,GTX,Plus,Basic,Stanredtax,Won,2017-01-03,2017-03-21,1012,Melvin Marxen,Central,GTX,1096
1LI7ETNZ,James Ascencio,GTX Plus Basic,GTX,Plus,Basic,Doncon,Won,2017-01-03,2017-03-06,990,Summer Sewald,West,GTX,1096
N36DEZBR,James Ascencio,GTX Pro,GTX,Pro,NA,Sunnamplex,Won,2017-01-03,2017-03-18,4374,Summer Sewald,West,GTX,4821
77ZECYVJ,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Finjob,Lost,2017-01-03,2017-03-17,0,Summer Sewald,West,GTX,550
IRB461Y7,Kary Hendrixson,GTX Plus Basic,GTX,Plus,Basic,Xx-holding,Won,2017-01-03,2017-03-30,1054,Summer Sewald,West,GTX,1096
NM2Q3CGW,Vicki Laflamme,MG Special,MG,Special,NA,Scotfind,Won,2017-01-03,2017-03-15,55,Celia Rouche,West,MG,55
OEEUEIPJ,Violet Mclelland,MG Special,MG,Special,NA,Ganjaflex,Lost,2017-01-03,2017-03-05,0,Cara Losch,East,MG,55
5E14LG51,Boris Faz,GTX Plus Basic,GTX,Plus,Basic,Iselectrics,Won,2017-01-04,2017-03-25,1073,Rocco Neubert,East,GTX,1096
TIAGZQ54,Cecily Lampkin,MG Advanced,MG,Advanced,NA,Genco Pura Olive Oil Company,Lost,2017-01-04,2017-03-20,0,Dustin Brinkmann,Central,MG,3393
CRX91A45,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Faxquote,Won,2017-01-04,2017-03-16,586,Summer Sewald,West,GTX,550
ZOQ8RC86,Marty Freudenburg,GTX Pro,GTX,Pro,NA,Treequote,Won,2017-01-04,2017-05-05,4667,Melvin Marxen,Central,GTX,4821
SV4SOO2K,Vicki Laflamme,GTX Plus Basic,GTX,Plus,Basic,Hottechi,Won,2017-01-04,2017-03-28,880,Celia Rouche,West,GTX,1096
ITHR5WLF,Vicki Laflamme,MG Advanced,MG,Advanced,NA,Plexzap,Won,2017-01-04,2017-03-12,3676,Celia Rouche,West,MG,3393
279625VN,Anna Snelling,MG Advanced,MG,Advanced,NA,Funholding,Lost,2017-01-05,2017-03-25,0,Dustin Brinkmann,Central,MG,3393
RK52YU8S,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Treequote,Lost,2017-01-05,2017-03-09,0,Melvin Marxen,Central,GTX,4821
E8EY51IC,Garret Kinder,GTX Plus Basic,GTX,Plus,Basic,Opentech,Lost,2017-01-05,2017-03-26,0,Cara Losch,East,GTX,1096
HG07LMHI,Jonathan Berthelot,GTX Pro,GTX,Pro,NA,Treequote,Won,2017-01-05,2017-03-19,4716,Melvin Marxen,Central,GTX,4821
85XNDIK1,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Blackzim,Lost,2017-01-05,2017-03-30,0,Summer Sewald,West,GTX,550
2U54WYQ1,Vicki Laflamme,GTX Pro,GTX,Pro,NA,Goodsilron,Won,2017-01-05,2017-03-23,4211,Celia Rouche,West,GTX,4821
VCA1WAB0,Anna Snelling,MG Advanced,MG,Advanced,NA,Funholding,Lost,2017-01-06,2017-03-21,0,Dustin Brinkmann,Central,MG,3393
MXNVX2AM,Darcel Schlecht,GTX Pro,GTX,Pro,NA,Codehow,Lost,2017-01-06,2017-03-18,0,Melvin Marxen,Central,GTX,4821
1G866GH4,Darcel Schlecht,MG Special,MG,Special,NA,Toughzap,Won,2017-01-06,2017-03-17,56,Melvin Marxen,Central,MG,55
WDG0B1IR,Gladys Colclough,MG Special,MG,Special,NA,Rundofase,Lost,2017-01-06,2017-03-23,0,Melvin Marxen,Central,MG,55
Q5CABPMO,Gladys Colclough,MG Special,MG,Special,NA,Funholding,Won,2017-01-06,2017-03-23,44,Melvin Marxen,Central,MG,55
HHBA93J5,Kary Hendrixson,GTX Basic,GTX,Basic,NA,Konex,Won,2017-01-06,2017-03-27,532,Summer Sewald,West,GTX,550
R0W6A9BG,Lajuana Vencill,GTX Basic,GTX,Basic,NA,Treequote,Lost,2017-01-06,2017-05-10,0,Dustin Brinkmann,Central,GTX,550
P5EGQ0HI,Lajuana Vencill,GTX Basic,GTX,Basic,NA,Zumgoity,Lost,2017-01-06,2017-03-20,0,Dustin Brinkmann,Central,GTX,550
L1EJIE5L,Reed Clapper,GTX Pro,GTX,Pro,NA,Kinnamplus,Lost,2017-01-06,2017-03-17,0,Rocco Neubert,East,GTX,4821
S3XI6YB3,Versie Hillebrand,GTX Basic,GTX,Basic,NA,Domzoom,Lost,2017-01-06,2017-03-24,0,Dustin Brinkmann,Central,GTX,550
